OBJECTID,FACILITYID,MATERIAL_cof,DIAMETER,LENGTH,Major_Road,Major_Intersection,Minor_Intersection,Minor_Road,Buildings,Railroad,ROW,WaterAreas,WaterLines,zone,affected_lats,SchoolChildcare,Healthcare,CriticalCustomers,DIAMETER_score,Railroad_score,Buildings_score,WaterBodies_score,affected_lats_score,school_childcare_score,medical_score,critical_cust_score,Roadway_score,COF,INSTALLDATE,MATERIAL_lof,Age,Material,Service Life,Service Life Score,Breaks,Breaks_score,Z_MAX,Break Density Score,LOF,COF_normalized,LOF_normalized,RISK
90,wM-129,DIP,6,173.0,359.10733613271566,345.2761358896433,0.0,0.0,35.171843382187866,3714.659481992629,,1435.4652226652267,,Zone-39,4.0,,,,4,0,0,0,1,0,0,0,7,2,1979-12-01 00:00:00.000000,DIP,45,DIP,90,5.0,,0.0,0.0,0.0,3.0,4,3,12
91,wM-130,CAS,6,140.0,362.8376109885243,345.2614648098192,0.0,2.596465293422781,36.04733602338522,3574.8374492567764,,1506.1217948002145,,Zone-39,4.0,,,,4,0,0,0,1,0,0,0,7,2,1955-01-01 18:25:00.000000,CAS,69,CAS,75,10.0,,0.0,69.51440761349068,6.0,7.0,4,7,28
92,wM-131,CAS,6,16.0,363.6567436142162,368.9808193070168,0.0,0.0,41.75926324140416,3558.81963383874,,1574.720113499439,,Zone-20,16.0,,,,4,0,0,0,5,0,0,0,7,3,1955-01-01 18:25:00.000000,CAS,69,CAS,75,10.0,,0.0,69.99362096938809,6.0,7.0,6,7,42
93,wM-136,DIP,6,652.0,1330.2195852594116,1318.1710228312468,0.0,0.0,19.65444417957755,3775.0657179923487,,231.75950635673803,,Zone-48,3.0,,,,4,0,5,0,1,0,0,0,7,3,1980-01-01 18:51:00.000000,DIP,44,DIP,90,5.0,,0.0,0.0,0.0,3.0,6,3,18
94,wM-140,DIP,6,254.0,1183.3120842856829,1206.5728322438135,0.0,0.0,39.30359126136501,3789.9476137170286,,648.6474022581449,,Zone-48,3.0,,,,4,0,0,0,1,0,0,0,7,2,1980-01-01 18:51:00.000000,DIP,44,DIP,90,5.0,,0.0,0.0,0.0,3.0,4,3,12
95,wM-141,CAS,6,2.0,1328.5211603181904,1316.3655921505735,0.0,0.0,87.173962394333,3788.743771137232,,692.9696191532527,,Zone-48,3.0,,,,4,0,0,0,1,0,0,0,7,2,1956-01-01 00:00:00.000000,CAS,68,CAS,75,10.0,,0.0,0.0,0.0,5.0,4,5,20
96,wM-143,PVC,6,16.0,1796.3320155528838,1787.467599299497,66.4975147508503,10.22367486821886,83.64030615053603,3825.071947041416,,226.5673643318448,,Zone-16,7.0,,,,4,0,0,0,1,0,0,0,0,1,1984-12-01 00:00:00.000000,PVC,40,PVC,100,4.0,,0.0,,0.0,2.0,1,2,2
98,wM-145,DIP,4,2.0,723.1110650125386,705.2919467561798,0.0,0.0,35.845367319647586,1733.6021797759352,,2141.6811670621864,,Zone-49,17.0,,,,4,0,0,0,5,0,0,0,7,3,2024-08-01 00:00:00.000000,DIP,0,DIP,90,1.0,,0.0,122.70855870324252,6.0,2.0,6,2,12
99,wM-146,DIP,4,13.0,723.1110650125386,705.3025673593872,0.0,0.0,34.530302080186296,1735.4020520700662,,2129.471616249917,,Zone-49,17.0,,,,4,0,0,0,5,0,0,0,7,3,2024-08-01 00:00:00.000000,DIP,0,DIP,90,1.0,,0.0,123.87305260717712,6.0,2.0,6,2,12
100,wM-148,DIP,8,10.0,2043.7442437870127,2026.1144657907275,0.0,0.0,75.36784899759121,2757.854095141432,,450.87200878351496,,Zone-50,9.0,,,,4,0,0,0,1,0,0,0,7,2,2024-08-01 00:00:00.000000,DIP,0,DIP,90,1.0,,0.0,0.0,0.0,1.0,4,1,4
101,wM-150,DIP,4,12.0,1846.3574166838168,1842.0023549171376,0.0,0.0,55.75805959317008,2562.990833751237,,742.3477124022319,,Zone-50,9.0,,,,4,0,0,0,1,0,0,0,7,2,2024-08-01 00:00:00.000000,DIP,0,DIP,90,1.0,,0.0,158.33724141112825,8.0,3.0,4,3,12
102,wM-152,DIP,4,7.0,1314.5190825938582,1296.6895954464976,0.0,0.0,70.50168416439801,2144.514170632568,,1429.1386004365745,,Zone-51,7.0,,,,4,0,0,0,1,0,0,0,7,2,2024-08-01 00:00:00.000000,DIP,0,DIP,90,1.0,,0.0,144.90026716422443,7.0,3.0,4,3,12
103,wM-153,DIP,4,664.0,942.2660231788844,938.1932960589024,0.0,0.0,55.037938066049854,2150.1901541201173,,1430.8559133626484,,Zone-9,13.0,,,,4,0,0,0,5,0,0,0,7,3,2024-08-01 00:00:00.000000,DIP,0,DIP,90,1.0,,0.0,159.73045659440004,8.0,3.0,6,3,18
104,wM-154,DIP,4,36.0,912.683104492888,912.9511559379464,0.0,0.0,80.74428363594599,2680.918469994197,,1628.000109304607,,Zone-9,13.0,,,,4,0,0,0,5,0,0,0,7,3,2024-08-01 00:00:00.000000,DIP,0,DIP,90,1.0,1.0,8.0,117.44562452222344,6.0,4.0,6,4,24
105,wM-155,DIP,12,715.0,735.6327584806955,717.8426500263004,0.0,0.0,26.47177265624628,1737.483646491441,,1429.1386004365745,,Zone-51,7.0,,,,7,0,0,0,1,0,0,0,7,2,2024-08-01 00:00:00.000000,DIP,0,DIP,90,1.0,,0.0,144.22062459596685,7.0,3.0,4,3,12
106,wM-156,DIP,4,667.0,1240.1165039614195,1223.1460131450997,0.0,0.0,32.91678774930839,2352.779528042203,,1081.1623562591478,,Zone-13,16.0,,,,4,0,0,0,5,0,0,0,7,3,2024-08-01 00:00:00.000000,DIP,0,DIP,90,1.0,2.0,10.0,215.5453789791636,10.0,6.0,6,6,36
107,wM-157,DIP,4,38.0,1209.0732989139897,1191.4828656229831,0.0,0.0,79.8042834459267,2884.9184259349154,,1272.21047106389,,Zone-13,16.0,,,,4,0,0,0,5,0,0,0,7,3,2024-08-01 00:00:00.000000,DIP,0,DIP,90,1.0,1.0,8.0,170.15422011555685,9.0,5.0,6,5,30
109,wM-160,DIP,12,395.0,0.0,0.0,0.0,0.0,27.619618212129577,718.1080984216297,,2058.51554811545,,Zone-53,1.0,,,,7,0,0,0,1,0,0,0,10,3,2024-01-29 18:41:00.000000,DIP,0,DIP,90,1.0,,0.0,59.47436653473783,5.0,2.0,6,2,12
112,wM-163,CAS,12,683.0,8.086752161289873,0.0,0.0,0.0,7.275935270980434,1111.8638085061204,,1685.589356455778,,Zone-56,16.0,,,,7,0,5,0,5,0,0,0,10,4,1998-01-01 18:40:00.000001,CAS,26,CAS,75,4.0,,0.0,59.63090294554858,5.0,4.0,8,4,32
114,wM-165,CAS,4,45.0,388.8901838309882,371.2026067521281,0.0,0.0,40.59365997269212,1113.7888964850015,,2280.36012401494,,Zone-56,16.0,,,,4,0,0,0,5,0,0,0,7,3,1977-08-10 16:39:00.000000,CAS,47,CAS,75,7.0,,0.0,60.11457599279613,5.0,5.0,6,5,30
117,wM-171,CAS,12,3.0,5.048633474033926,0.0,281.2403619732895,0.0,27.930227414293327,1111.8181050452697,,1683.00495315776,,Zone-57,2.0,,,,7,0,0,0,1,0,0,0,10,3,1998-01-01 00:00:00.000000,CAS,26,CAS,75,4.0,,0.0,5.202876842909517,1.0,3.0,6,3,18
118,wM-172,DIP,6,3.0,1.883944371094044,0.0,278.07176467436807,0.0,33.353166653250334,1111.7708422646094,,1680.314678740088,,Zone-57,2.0,,,,4,0,0,0,1,0,0,0,10,3,2014-01-01 13:56:30.000000,DIP,10,DIP,90,2.0,,0.0,4.911294821247493,0.0,1.0,6,1,6
119,wM-173,CAS,12,3.0,1.883944371094044,0.0,278.07176467436807,0.0,30.87829159482129,1111.7708422646094,,1680.314678740088,,Zone-57,2.0,,,,7,0,0,0,1,0,0,0,10,3,1998-01-01 13:52:40.000000,CAS,26,CAS,75,4.0,,0.0,5.0091354958870005,1.0,3.0,6,3,18
120,wM-174,CAS,12,162.0,0.0,0.0,116.37445050973778,0.0,17.45891937285144,1107.6949467927095,,1544.4981260641423,,Zone-57,2.0,,,,7,0,5,0,1,0,0,0,10,3,1998-01-01 18:39:00.000000,CAS,26,CAS,75,4.0,,0.0,4.807732554028534,1.0,3.0,6,3,18
122,wM-176,DIP,8,643.0,0.0,0.0,0.0,0.0,23.199658985360497,309.05919787332857,,1288.5630316982788,,Zone-58,10.0,,,,4,0,0,0,1,0,0,0,10,3,1995-01-01 18:16:00.000000,DIP,29,DIP,90,4.0,,0.0,0.0,0.0,2.0,6,2,12
123,wM-177,DIP,12,5.0,0.0,0.0,606.5084057819938,0.0,76.72675815613155,307.8965206733505,,1829.747646839768,,Zone-22,,,,,7,0,0,0,0,0,0,0,10,3,2005-05-01 00:00:00.000000,DIP,19,DIP,90,3.0,,0.0,0.0,0.0,2.0,6,2,12
124,wM-178,DIP,12,11.0,0.0,0.0,606.516108758746,0.0,73.60844497809758,312.5127002455381,,1831.9371232788508,,Zone-22,,,,,7,0,0,0,0,0,0,0,10,3,2005-05-01 00:00:00.000000,DIP,19,DIP,90,3.0,,0.0,0.0,0.0,2.0,6,2,12
125,wM-181,DIP,12,194.0,0.0,0.0,523.0003262267348,0.0,27.112515570372786,68.5339126538233,,1600.282346529974,,Zone-59,2.0,,,,7,5,0,0,1,0,0,0,10,3,2005-05-01 00:00:00.000000,DIP,19,DIP,90,3.0,,0.0,0.6379041044637924,0.0,2.0,6,2,12
126,wM-183,CAS,6,852.0,44.04291084269503,27.184041307886726,528.749379439608,0.0,16.51897100130539,253.8406889645556,,763.4492839420013,,Zone-60,8.0,,,,4,0,5,0,1,0,0,0,6,2,1960-01-01 16:26:00.000000,CAS,64,CAS,75,9.0,,0.0,0.2971299967481391,0.0,5.0,4,5,20
127,wM-184,DIP,6,795.0,389.3214378655383,371.5008524005577,0.0,0.0,36.06495140817528,254.4884918885517,,723.9525420358904,,Zone-61,6.0,,,,4,0,0,0,1,0,0,0,7,2,1980-01-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,19.96021107785365,2.0,3.0,4,3,12
128,wM-185,DIP,12,318.0,58.027578213290894,40.99803234291458,0.0,0.0,22.300564069076568,767.3272967662784,,811.9873282820024,,Zone-62,2.0,,,,7,0,0,0,1,0,0,0,7,2,2006-01-01 00:00:00.000000,DIP,18,DIP,90,2.0,,0.0,0.0,0.0,1.0,4,1,4
129,wM-186,DIP,12,3.0,0.0,0.0,350.43516279644854,0.0,54.912714770928105,699.5476137155728,,764.1461914925969,,Zone-35,19.0,,,,7,0,0,0,5,0,0,0,10,4,2002-12-01 00:00:00.000000,DIP,22,DIP,90,3.0,,0.0,0.0,0.0,2.0,8,2,16
130,wM-187,DIP,12,5.0,0.0,0.0,353.31405098665795,0.0,52.86566090026558,699.5476137155728,,764.1461914925969,,Zone-35,19.0,,,,7,0,0,0,5,0,0,0,10,4,2002-12-01 00:00:00.000000,DIP,22,DIP,90,3.0,,0.0,0.0,0.0,2.0,8,2,16
131,wM-188,DIP,12,379.0,0.0,0.0,514.6847804985613,0.0,36.5646888370006,259.4936560834297,,1538.689642509631,,Zone-63,1.0,,,,7,0,0,0,1,0,0,0,10,3,2005-05-01 00:00:00.000000,DIP,19,DIP,90,3.0,,0.0,36.023397312695096,3.0,3.0,6,3,18
132,wM-189,DIP,8,613.0,0.0,0.0,88.06913573017215,0.0,6.485524027300819,645.5329592624433,,1539.0639622316248,,Zone-64,1.0,,,,4,0,5,0,1,0,0,0,10,3,2005-05-01 00:00:00.000000,DIP,19,DIP,90,3.0,,0.0,63.35377687185189,5.0,3.0,6,3,18
133,wM-190,DIP,6,3.0,0.0,0.0,105.7549431685966,0.0,22.682419666261737,648.3020745325805,,1727.4835502721107,,Zone-64,1.0,,,,4,0,0,0,1,0,0,0,10,3,2004-12-01 00:00:00.000000,DIP,20,DIP,90,3.0,,0.0,59.92405465721026,5.0,3.0,6,3,18
134,wM-191,CAS,4,130.0,0.0,0.0,0.0,0.0,25.340741043680243,650.9658022221917,,1728.7283268925344,,Zone-65,,,,,4,0,0,0,0,0,0,0,10,2,1958-01-01 00:00:00.000000,CAS,66,CAS,75,9.0,,0.0,75.0642460589462,7.0,7.0,4,7,28
135,wM-192,DIP,8,129.0,0.0,0.0,108.0414988012167,0.0,8.83555084436774,648.3020745325805,,1618.498798742853,,Zone-64,1.0,,,,4,0,5,0,1,0,0,0,10,3,2004-12-01 00:00:00.000000,DIP,20,DIP,90,3.0,,0.0,59.61484508463088,5.0,3.0,6,3,18
136,wM-193,CAS,4,1074.0,665.4846348027776,649.7761902300545,0.0,0.0,44.37594460056125,1344.2291620441033,,2044.970126219336,,Zone-66,3.0,,,,4,0,0,0,1,0,0,0,7,2,1958-01-01 00:00:00.000000,CAS,66,CAS,75,9.0,,0.0,64.49499234434757,6.0,6.0,4,6,24
137,wM-194,CAS,4,30.0,400.98131657424807,472.23484783197375,0.0,0.0,15.995862434841785,1074.5080279896613,,1872.8442047429253,,Zone-23,6.0,,,,4,0,5,0,1,0,0,0,7,3,1958-01-01 00:00:00.000000,CAS,66,CAS,75,9.0,,0.0,93.80127619325972,8.0,7.0,6,7,42
138,wM-195,CAS,4,5.0,397.20989488992336,467.7084080463925,0.0,0.0,15.928919342821189,1070.7487522977292,,1872.8442047429253,,Zone-23,6.0,,,,4,0,5,0,1,0,0,0,7,3,1958-01-01 00:00:00.000000,CAS,66,CAS,75,9.0,,0.0,93.68410234543693,8.0,7.0,6,7,42
139,wM-198,CAS,4,378.0,355.3415131415147,345.7154175324735,0.0,0.0,11.650995293144735,1037.9418224697624,,1702.7839869594115,,Zone-67,2.0,,,,4,0,5,0,1,0,0,0,7,3,1958-01-01 00:00:00.000000,CAS,66,CAS,75,9.0,,0.0,68.23668752707226,6.0,6.0,6,6,36
140,wM-199,CAS,4,432.0,418.2928505005151,473.3102898461194,0.0,0.0,40.29372478637868,1091.9398629847876,,1899.4567819191248,,Zone-66,3.0,,,,4,0,0,0,1,0,0,0,7,2,1958-01-01 00:00:00.000000,CAS,66,CAS,75,9.0,,0.0,93.80127619325972,8.0,7.0,4,7,28
141,wM-200,CAS,4,1241.0,94.50722851745216,103.13780007091272,0.0,0.0,44.64145938201636,770.5916006194819,,1672.5164884348883,,Zone-68,11.0,,,,4,0,0,0,5,0,0,0,7,3,1958-01-01 00:00:00.000000,CAS,66,CAS,75,9.0,1.0,8.0,77.53253839452888,7.0,9.0,6,9,54
142,wM-204,DIP,12,671.0,0.0,0.0,619.1121342304493,0.0,40.2778793688176,1506.8871331441896,,1620.9399930111658,,Zone-69,3.0,,,,7,0,0,0,1,0,0,0,10,3,1979-01-01 18:10:00.000000,DIP,45,DIP,90,5.0,1.0,8.0,45.50041231211548,4.0,6.0,6,6,36
143,wM-205,DIP,6,2.0,0.0,0.0,874.4896159448942,0.0,173.87822573895403,1886.206572425368,,2060.2884993598905,,Zone-69,3.0,,,,4,0,0,0,1,0,0,0,10,3,1979-04-30 12:43:43.000000,DIP,45,DIP,90,5.0,,0.0,37.17978728914373,3.0,4.0,6,4,24
145,wM-207,DIP,12,855.0,0.0,0.0,876.3846676579175,0.0,175.11017796223047,1890.8466086908609,,2065.53730115446,,Zone-70,2.0,,,,7,0,0,0,1,0,0,0,10,3,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,37.058164867210685,3.0,4.0,6,4,24
146,wM-208,DIP,12,646.0,1297.2206803061915,1279.59227601817,0.0,0.0,225.04750609780388,806.8461011951476,,1529.120473729478,,Zone-71,4.0,,,,7,0,0,0,1,0,0,0,7,2,1980-06-01 00:00:00.000000,DIP,44,DIP,90,5.0,,0.0,8.82901932228249,1.0,3.0,4,3,12
147,wM-209,DIP,4,973.0,759.9972231626931,743.4300956323094,0.0,0.0,48.37985337252154,91.11971253505422,,722.7569170849852,,Zone-72,5.0,,,,4,5,0,0,1,0,0,0,7,3,1979-05-01 00:00:00.000000,DIP,45,DIP,90,5.0,1.0,8.0,29.641974815066504,3.0,6.0,6,6,36
148,wM-210,DIP,4,6.0,1318.4218320358102,1300.5917405603443,0.0,0.0,67.37895746085114,2144.514170632568,,1423.6207448633215,,Zone-51,7.0,,,,4,0,0,0,1,0,0,0,7,2,2024-08-01 00:00:00.000000,DIP,0,DIP,90,1.0,,0.0,144.6151870067622,7.0,3.0,4,3,12
149,wM-212,DIP,4,368.0,1619.2462577112055,1612.3193433939537,0.0,0.0,45.43180187099438,2352.779528042203,,742.3477124022319,,Zone-50,9.0,,,,4,0,0,0,1,0,0,0,7,2,2024-08-01 00:00:00.000000,DIP,0,DIP,90,1.0,2.0,10.0,174.5177371252239,9.0,6.0,4,6,24
150,wM-213,DIP,4,355.0,1323.1189555515589,1305.2892440964356,0.0,0.0,25.167421282014217,2147.7609531210023,,1083.2612441264064,,Zone-73,4.0,,,,4,0,0,0,1,0,0,0,7,2,2024-08-01 00:00:00.000000,DIP,0,DIP,90,1.0,,0.0,173.21364332083672,9.0,3.0,4,3,12
151,wM-214,DIP,4,355.0,2043.7442437870127,2026.1144657907275,0.0,0.0,43.864926886259965,2757.854095141432,,121.7080725295726,,Zone-74,5.0,,,,4,0,0,0,1,0,0,0,7,2,2024-08-01 00:00:00.000000,DIP,0,DIP,90,1.0,,0.0,0.0,0.0,1.0,4,1,4
152,wM-215,DIP,4,2.0,1617.403839556143,1610.3469013542897,0.0,0.0,56.798414625565904,2351.509204667076,,1081.1623562591478,,Zone-13,16.0,,,,4,0,0,0,5,0,0,0,7,3,2024-08-01 00:00:00.000000,DIP,0,DIP,90,1.0,,0.0,173.27821211897975,9.0,3.0,6,3,18
153,wM-216,DIP,4,342.0,1846.3574166838168,1842.0023549171376,0.0,0.0,44.9711888673438,2562.990833751237,,450.87200878351496,,Zone-50,9.0,,,,4,0,0,0,1,0,0,0,7,2,2024-08-01 00:00:00.000000,DIP,0,DIP,90,1.0,1.0,8.0,155.81163385458734,8.0,5.0,4,5,20
154,wM-217,CAS,4,392.0,386.6108611136367,369.156490914624,0.0,0.0,22.015027101533345,1106.4168765274635,,1743.880470237351,,Zone-75,9.0,,,,4,0,0,0,1,0,0,0,7,2,1968-01-01 00:00:00.000000,CAS,56,CAS,75,8.0,,0.0,80.59007287508115,7.0,6.0,4,6,24
155,wM-546,CAS,4,239.0,1103.10254776929,1085.549059896981,0.0,0.0,28.188748674884867,1822.9263272897344,,1433.496140240149,,Zone-8,11.0,,,,4,0,0,0,5,0,0,0,7,3,1968-01-01 00:00:00.000000,CAS,56,CAS,75,8.0,1.0,8.0,133.3329297444,10.0,9.0,6,9,54
156,wM-219,DIP,4,6.0,1342.2581829813428,1324.4504659266074,0.0,0.0,77.07620507470617,2118.449247803197,,1411.220767604232,,Zone-8,11.0,,,,4,0,0,0,5,0,0,0,7,3,2024-08-01 00:00:00.000000,DIP,0,DIP,90,1.0,,0.0,140.7333557989955,7.0,3.0,6,3,18
157,wM-220,CAS,4,405.0,1094.193212201552,1077.6412150197934,0.0,0.0,31.07823436710948,1814.859017547016,,1229.280947365022,,Zone-75,9.0,,,,4,0,0,0,1,0,0,0,7,2,1968-01-01 17:10:00.000000,CAS,56,CAS,75,8.0,,0.0,107.27693917193446,9.0,7.0,4,7,28
158,wM-221,CAS,4,8.0,1095.1945637371566,1077.6412150197934,0.0,0.0,103.00799314674312,1815.0181469575505,,1548.0059771647375,,Zone-75,9.0,,,,4,0,0,0,1,0,0,0,7,2,1967-12-31 13:48:04.000000,CAS,57,CAS,75,8.0,,0.0,107.96570580542829,9.0,7.0,4,7,28
159,wM-223,DIP,8,572.0,1095.5892925933767,1092.5284656918827,0.0,0.0,41.35837415786664,1814.4388251804808,,796.543509246333,,Zone-76,2.0,,,,4,0,0,0,1,0,0,0,7,2,1985-01-01 18:21:00.000000,DIP,39,DIP,90,5.0,,0.0,69.57885324908975,5.0,4.0,4,4,16
160,wM-224,CAS,4,785.0,776.9319951286709,761.4292856009346,0.0,0.0,32.05922478207581,1495.3810892733222,,1197.208120465846,,Zone-77,10.0,,,,4,0,0,0,1,0,0,0,7,2,1997-01-01 17:42:00.000001,CAS,27,CAS,75,4.0,1.0,8.0,80.02775910247796,7.0,6.0,4,6,24
161,wM-225,CAS,4,622.0,741.6536135771721,740.2734258979187,0.0,0.0,39.42393731066775,1498.927676962986,,1745.3727011198905,,Zone-52,11.0,,,,4,0,0,0,5,0,0,0,7,3,1969-01-01 17:49:00.000000,CAS,55,CAS,75,8.0,,0.0,117.35618013674622,9.0,7.0,6,7,42
163,wM-228,CAS,4,4.0,778.8548637923172,761.4292856009346,0.0,0.0,80.80842831047086,1498.681778040669,,1741.0179499877106,,Zone-75,9.0,,,,4,0,0,0,1,0,0,0,7,2,1997-01-01 00:00:00.000000,CAS,27,CAS,75,4.0,,0.0,80.59007287508115,7.0,4.0,4,4,16
164,wM-229,CAS,4,316.0,778.9836233431331,761.4447582243134,0.0,0.0,82.17409523457799,1498.799366380082,,1552.2737745922886,,Zone-75,9.0,,,,4,0,0,0,1,0,0,0,7,2,1968-01-01 00:00:00.000000,CAS,56,CAS,75,8.0,,0.0,107.27693917193446,9.0,7.0,4,7,28
165,wM-230,CAS,4,2.0,778.9836233431331,761.4447582243134,0.0,0.0,82.17409523457799,1498.799366380082,,1743.880470237351,,Zone-75,9.0,,,,4,0,0,0,1,0,0,0,7,2,1969-01-01 00:00:00.000000,CAS,55,CAS,75,8.0,,0.0,80.899343350241,7.0,6.0,4,6,24
166,wM-231,CAS,6,838.0,385.55297549032497,595.5669846664213,0.0,0.0,82.02714795329153,1096.600923741042,,1019.1619608068972,,Zone-78,1.0,,,,4,0,0,0,1,0,0,0,7,2,1997-01-01 17:42:00.000001,CAS,27,CAS,75,4.0,,0.0,31.03597837390044,3.0,3.0,4,3,12
167,wM-232,CAS,6,3.0,778.3485128572521,760.5312218273193,0.0,0.0,104.23135954144432,1492.2497113619224,,1195.0059569465575,,Zone-78,1.0,,,,4,0,0,0,1,0,0,0,7,2,1967-01-01 00:00:00.000000,CAS,57,CAS,75,8.0,,0.0,31.15531309093792,3.0,5.0,4,5,20
168,wM-233,CAS,6,4.0,781.4502812232307,763.6327952917262,0.0,0.0,107.1104535290876,1495.3536802794736,,1195.0059569465575,,Zone-78,1.0,,,,4,0,0,0,1,0,0,0,7,2,1997-01-01 00:00:00.000000,CAS,27,CAS,75,4.0,,0.0,31.2410730455793,3.0,3.0,4,3,12
169,wM-234,CAS,6,399.0,379.57059518881687,362.41054820481565,0.0,0.0,32.63173551234519,1092.992364279999,,1197.589196648198,,Zone-79,46.0,,,,4,0,0,0,8,0,0,0,7,4,1967-01-01 00:00:00.000000,CAS,57,CAS,75,8.0,,0.0,36.762193393349854,4.0,5.0,8,5,40
170,wM-235,DIP,8,1019.0,171.52023566219765,1393.6540069454395,985.7717504886764,580.5671278310198,593.605265593084,702.356940623146,,1053.0375057546685,,Zone-80,9.0,,,,4,0,0,0,1,0,0,0,0,1,1995-01-01 00:00:00.000000,DIP,29,DIP,90,4.0,,0.0,0.0,0.0,2.0,1,2,2
171,wM-239,CAS,4,145.0,376.4621066388552,485.10031652457457,0.0,0.0,107.36206135053084,1088.0621254304915,,1347.712824712355,,Zone-81,1.0,,,,4,0,0,0,1,0,0,0,7,2,1988-01-01 00:00:00.000000,CAS,36,CAS,75,5.0,,0.0,22.99343859407645,3.0,4.0,4,4,16
172,wM-240,CAS,4,378.0,376.4621066388552,360.401442491654,0.0,0.0,26.18789550455237,1088.5985184842891,,1379.7808349764384,,Zone-79,46.0,,,,4,0,0,0,8,0,0,0,7,4,1988-01-01 00:00:00.000000,CAS,36,CAS,75,5.0,1.0,8.0,35.10680889005898,4.0,6.0,8,6,48
173,wM-241,DIP,12,290.0,89.51705066902365,72.81141507879606,0.0,0.0,19.42581677735346,802.5951976721053,,1228.300059617508,,Zone-79,46.0,,,,7,0,5,0,8,0,0,0,7,4,1999-04-01 00:00:00.000000,DIP,25,DIP,90,3.0,,0.0,35.10680889005898,3.0,3.0,8,3,24
174,wM-242,CAS,4,788.0,378.52697406384885,362.41054820481565,0.0,0.0,25.303614958228767,1092.992364279999,,1491.5290098188311,,Zone-79,46.0,,,,4,0,0,0,8,0,0,0,7,4,1988-01-01 00:00:00.000000,CAS,36,CAS,75,5.0,,0.0,38.357888196296535,4.0,4.0,8,4,32
175,wM-243,CAS,4,3.0,383.19347843193634,365.74074352334895,0.0,0.0,47.32290079984285,1102.9994092382976,,1873.1860203640545,,Zone-79,46.0,,,,4,0,0,0,8,0,0,0,7,4,1967-12-31 13:47:33.000000,CAS,57,CAS,75,8.0,,0.0,34.73264179238858,4.0,5.0,8,5,40
176,wM-244,CAS,6,9.0,377.01378578755583,590.1259802709598,0.0,0.0,167.39798142332648,1088.0621254304915,,1347.712824712355,,Zone-81,1.0,,,,4,0,0,0,1,0,0,0,7,2,1997-01-01 00:00:00.000000,CAS,27,CAS,75,4.0,,0.0,16.725109438908262,2.0,3.0,4,3,12
177,wM-245,CAS,4,4.0,377.01378578755583,590.1259802709598,0.0,0.0,170.9299035623538,1088.0481573958295,,1347.0620939772612,,Zone-81,1.0,,,,4,0,0,0,1,0,0,0,7,2,1988-01-01 00:00:00.000000,CAS,36,CAS,75,5.0,,0.0,16.725109438908262,2.0,3.0,4,3,12
178,wM-247,CAS,6,118.0,0.0,608.103044078667,264.8628554593074,232.31330581481703,3.700161120604134,705.3423564899347,,948.7936083608143,,Zone-82,,,,,4,0,10,0,0,0,0,0,9,3,1997-01-01 00:00:00.000000,CAS,27,CAS,75,4.0,,0.0,6.794926741491793,1.0,3.0,6,3,18
179,wM-248,CAS,6,374.0,162.78668798332637,593.146815430713,0.0,0.0,18.178256610409925,872.1747772490111,,1115.2623436702224,,Zone-83,2.0,,,Connected,4,0,5,0,1,0,0,10,7,3,1997-01-01 18:20:00.000000,CAS,27,CAS,75,4.0,,0.0,16.538963045164937,2.0,3.0,6,3,18
180,wM-250,DIP,6,49.0,113.988695185586,621.3131869540189,224.640695040706,183.51832781472604,2.861699122343128,823.3640085247539,,1066.4886729176967,,Zone-84,,,,,4,0,10,0,0,0,0,0,0,2,1997-01-01 00:00:00.000000,DIP,27,DIP,90,3.0,,0.0,7.606269072836308,1.0,2.0,4,2,8
181,wM-251,PVC,8,627.0,0.0,0.0,334.95785783776887,7.294872669354213,6.498248437528746,701.7234066289757,,945.1859657629132,,Zone-85,4.0,,,,4,0,5,0,1,0,0,0,10,3,1997-01-01 18:20:00.000000,PVC,27,PVC,100,3.0,,0.0,,0.0,2.0,6,2,12
182,wM-252,CAS,6,4.0,0.0,608.0359131106957,368.6607183708275,350.3372472434667,76.30718091432215,701.7234066289757,,945.1859657629132,,Zone-85,4.0,,,,4,0,0,0,1,0,0,0,9,2,1997-01-01 00:00:00.000000,CAS,27,CAS,75,4.0,,0.0,4.594904547128576,1.0,3.0,4,3,12
183,wM-253,CAS,4,619.0,383.19347843193634,365.583435120375,0.0,0.0,21.87290980928965,1102.9994092382976,,1873.1860203640545,,Zone-79,46.0,,,,4,0,0,0,8,0,0,0,7,4,1988-01-01 16:40:00.000000,CAS,36,CAS,75,5.0,,0.0,60.2654930902155,5.0,4.0,8,4,32
184,wM-254,CAS,6,467.0,315.7309881259934,298.33791883814456,0.0,0.0,20.14144059220433,1090.8870638290666,,1068.6689279248376,,Zone-86,11.0,,,,4,0,0,0,5,0,0,0,7,3,2006-01-01 00:00:00.000000,CAS,18,CAS,75,3.0,,0.0,0.0,0.0,2.0,6,2,12
185,wM-255,CAS,12,131.0,124.05219773356512,106.7128208867766,0.0,0.0,16.949875595250504,1106.913449612318,,1440.2030024048436,,Zone-57,2.0,,,,7,0,5,0,1,0,0,0,7,3,1998-01-01 18:39:00.000000,CAS,26,CAS,75,4.0,,0.0,0.0131157759850789,0.0,2.0,6,2,12
