OBJECTID,FACILITYID,MATERIAL,DIAMETER,LENGTH,Major_Road,Major_Intersection,Minor_Intersection,Minor_Road,Buildings,Railroad,ROW,WaterAreas,WaterLines,zone,affected_lats,SchoolChildcare,Healthcare,CriticalCustomers,DIAMETER_score,Railroad_score,Buildings_score,WaterBodies_score,affected_lats_score,school_childcare_score,medical_score,critical_cust_score,Roadway_score,COF
137,wM-194,CAS,4,30.0,400.98131657424807,472.23484783197375,0.0,0.0,15.995862434841785,1074.5080279896613,,1872.8442047429253,,Zone-23,6.0,,,,4,0,5,0,1,0,0,0,7,3
138,wM-195,CAS,4,5.0,397.20989488992336,467.7084080463925,0.0,0.0,15.928919342821189,1070.7487522977292,,1872.8442047429253,,Zone-23,6.0,,,,4,0,5,0,1,0,0,0,7,3
139,wM-198,CAS,4,378.0,355.3415131415147,345.7154175324735,0.0,0.0,11.650995293144735,1037.9418224697624,,1702.7839869594115,,Zone-67,2.0,,,,4,0,5,0,1,0,0,0,7,3
140,wM-199,CAS,4,432.0,418.2928505005151,473.3102898461194,0.0,0.0,40.29372478637868,1091.9398629847876,,1899.4567819191248,,Zone-66,3.0,,,,4,0,0,0,1,0,0,0,7,2
141,wM-200,CAS,4,1241.0,94.50722851745216,103.13780007091272,0.0,0.0,44.64145938201636,770.5916006194819,,1672.5164884348883,,Zone-68,11.0,,,,4,0,0,0,5,0,0,0,7,3
142,wM-204,DIP,12,671.0,0.0,0.0,619.1121342304493,0.0,40.277879368817594,1506.8871331441896,,1620.9399930111658,,Zone-69,3.0,,,,7,0,0,0,1,0,0,0,10,3
143,wM-205,DIP,6,2.0,0.0,0.0,874.4896159448942,0.0,173.87822573895403,1886.206572425368,,2060.2884993598905,,Zone-69,3.0,,,,4,0,0,0,1,0,0,0,10,3
144,wM-206,PVC,12,5.0,0.0,0.0,876.3845945059362,0.0,173.87822573895403,1887.7730279226064,,2061.562089743865,,Zone-69,3.0,,,,7,0,0,0,1,0,0,0,10,3
145,wM-207,DIP,12,855.0,0.0,0.0,876.3846676579175,0.0,175.11017796223047,1890.8466086908609,,2065.53730115446,,Zone-70,2.0,,,,7,0,0,0,1,0,0,0,10,3
146,wM-208,DIP,12,646.0,1297.2206803061915,1279.59227601817,0.0,0.0,225.04750609780388,806.8461011951476,,1529.120473729478,,Zone-71,4.0,,,,7,0,0,0,1,0,0,0,7,2
147,wM-209,DIP,4,973.0,759.9972231626931,743.4300956323094,0.0,0.0,48.37985337252154,91.11971253505422,,722.7569170849852,,Zone-72,5.0,,,,4,5,0,0,1,0,0,0,7,3
148,wM-210,DIP,4,6.0,1318.4218320358102,1300.5917405603443,0.0,0.0,67.37895746085114,2144.5141706325676,,1423.6207448633215,,Zone-51,7.0,,,,4,0,0,0,1,0,0,0,7,2
149,wM-212,DIP,4,368.0,1619.2462577112055,1612.3193433939537,0.0,0.0,45.43180187099438,2352.779528042203,,742.3477124022319,,Zone-50,9.0,,,,4,0,0,0,1,0,0,0,7,2
150,wM-213,DIP,4,355.0,1323.1189555515587,1305.2892440964356,0.0,0.0,25.167421282014217,2147.7609531210023,,1083.2612441264064,,Zone-73,4.0,,,,4,0,0,0,1,0,0,0,7,2
151,wM-214,DIP,4,355.0,2043.7442437870127,2026.1144657907275,0.0,0.0,43.864926886259965,2757.8540951414316,,121.7080725295726,,Zone-74,5.0,,,,4,0,0,0,1,0,0,0,7,2
152,wM-215,DIP,4,2.0,1617.403839556143,1610.3469013542897,0.0,0.0,56.798414625565904,2351.509204667076,,1081.1623562591478,,Zone-13,16.0,,,,4,0,0,0,5,0,0,0,7,3
153,wM-216,DIP,4,342.0,1846.3574166838168,1842.0023549171376,0.0,0.0,44.9711888673438,2562.990833751237,,450.87200878351496,,Zone-50,9.0,,,,4,0,0,0,1,0,0,0,7,2
154,wM-217,CAS,4,392.0,386.6108611136367,369.156490914624,0.0,0.0,22.015027101533345,1106.4168765274635,,1743.8804702373507,,Zone-75,9.0,,,,4,0,0,0,1,0,0,0,7,2
155,wM-546,CAS,4,239.0,1103.10254776929,1085.549059896981,0.0,0.0,28.188748674884867,1822.9263272897344,,1433.496140240149,,Zone-8,11.0,,,,4,0,0,0,5,0,0,0,7,3
156,wM-219,DIP,4,6.0,1342.2581829813428,1324.4504659266074,0.0,0.0,77.07620507470617,2118.449247803197,,1411.220767604232,,Zone-8,11.0,,,,4,0,0,0,5,0,0,0,7,3
157,wM-220,CAS,4,405.0,1094.193212201552,1077.6412150197934,0.0,0.0,31.078234367109477,1814.859017547016,,1229.280947365022,,Zone-75,9.0,,,,4,0,0,0,1,0,0,0,7,2
158,wM-221,CAS,4,8.0,1095.1945637371566,1077.6412150197934,0.0,0.0,103.00799314674312,1815.0181469575505,,1548.0059771647375,,Zone-75,9.0,,,,4,0,0,0,1,0,0,0,7,2
159,wM-223,DIP,8,572.0,1095.5892925933767,1092.5284656918827,0.0,0.0,41.35837415786664,1814.4388251804808,,796.543509246333,,Zone-76,2.0,,,,4,0,0,0,1,0,0,0,7,2
160,wM-224,CAS,4,785.0,776.9319951286709,761.4292856009346,0.0,0.0,32.05922478207581,1495.3810892733222,,1197.208120465846,,Zone-77,10.0,,,,4,0,0,0,1,0,0,0,7,2
161,wM-225,CAS,4,622.0,741.6536135771721,740.2734258979187,0.0,0.0,39.42393731066775,1498.927676962986,,1745.3727011198903,,Zone-52,11.0,,,,4,0,0,0,5,0,0,0,7,3
162,wM-547,,4,194.0,724.0102226704574,706.1658316570799,0.0,0.0,27.62354366419268,1504.4091469131326,,2157.6951740978893,,Zone-52,11.0,,,,4,0,0,0,5,0,0,0,7,3
163,wM-228,CAS,4,4.0,778.8548637923172,761.4292856009346,0.0,0.0,80.80842831047086,1498.681778040669,,1741.0179499877106,,Zone-75,9.0,,,,4,0,0,0,1,0,0,0,7,2
164,wM-229,CAS,4,316.0,778.9836233431331,761.4447582243134,0.0,0.0,82.17409523457799,1498.799366380082,,1552.2737745922886,,Zone-75,9.0,,,,4,0,0,0,1,0,0,0,7,2
165,wM-230,CAS,4,2.0,778.9836233431331,761.4447582243134,0.0,0.0,82.17409523457799,1498.799366380082,,1743.8804702373507,,Zone-75,9.0,,,,4,0,0,0,1,0,0,0,7,2
166,wM-231,CAS,6,838.0,385.55297549032497,595.5669846664213,0.0,0.0,82.02714795329153,1096.600923741042,,1019.1619608068972,,Zone-78,1.0,,,,4,0,0,0,1,0,0,0,7,2
167,wM-232,CAS,6,3.0,778.3485128572521,760.5312218273193,0.0,0.0,104.23135954144432,1492.2497113619224,,1195.0059569465575,,Zone-78,1.0,,,,4,0,0,0,1,0,0,0,7,2
168,wM-233,CAS,6,4.0,781.4502812232307,763.6327952917262,0.0,0.0,107.1104535290876,1495.3536802794736,,1195.0059569465575,,Zone-78,1.0,,,,4,0,0,0,1,0,0,0,7,2
169,wM-234,CAS,6,399.0,379.57059518881687,362.41054820481565,0.0,0.0,32.63173551234519,1092.992364279999,,1197.589196648198,,Zone-79,46.0,,,,4,0,0,0,8,0,0,0,7,4
170,wM-235,DIP,8,1019.0,171.52023566219765,1393.6540069454395,985.7717504886765,580.5671278310198,593.605265593084,702.356940623146,,1053.0375057546685,,Zone-80,9.0,,,,4,0,0,0,1,0,0,0,0,1
171,wM-239,CAS,4,145.0,376.4621066388552,485.10031652457457,0.0,0.0,107.36206135053084,1088.0621254304915,,1347.712824712355,,Zone-81,1.0,,,,4,0,0,0,1,0,0,0,7,2
172,wM-240,CAS,4,378.0,376.4621066388552,360.401442491654,0.0,0.0,26.18789550455237,1088.5985184842891,,1379.7808349764384,,Zone-79,46.0,,,,4,0,0,0,8,0,0,0,7,4
173,wM-241,DIP,12,290.0,89.51705066902365,72.81141507879606,0.0,0.0,19.42581677735346,802.5951976721053,,1228.300059617508,,Zone-79,46.0,,,,7,0,5,0,8,0,0,0,7,4
174,wM-242,CAS,4,788.0,378.52697406384885,362.41054820481565,0.0,0.0,25.303614958228767,1092.992364279999,,1491.5290098188311,,Zone-79,46.0,,,,4,0,0,0,8,0,0,0,7,4
175,wM-243,CAS,4,3.0,383.19347843193634,365.74074352334895,0.0,0.0,47.32290079984285,1102.9994092382976,,1873.1860203640545,,Zone-79,46.0,,,,4,0,0,0,8,0,0,0,7,4
176,wM-244,CAS,6,9.0,377.01378578755583,590.1259802709598,0.0,0.0,167.39798142332648,1088.0621254304915,,1347.712824712355,,Zone-81,1.0,,,,4,0,0,0,1,0,0,0,7,2
177,wM-245,CAS,4,4.0,377.01378578755583,590.1259802709598,0.0,0.0,170.9299035623538,1088.0481573958295,,1347.0620939772612,,Zone-81,1.0,,,,4,0,0,0,1,0,0,0,7,2
178,wM-247,CAS,6,118.0,0.0,608.103044078667,264.8628554593074,232.31330581481703,3.700161120604134,705.3423564899347,,948.7936083608143,,Zone-82,,,,,4,0,10,0,0,0,0,0,9,3
179,wM-248,CAS,6,374.0,162.78668798332635,593.146815430713,0.0,0.0,18.178256610409925,872.1747772490111,,1115.2623436702224,,Zone-83,2.0,,,Connected,4,0,5,0,1,0,0,10,7,3
180,wM-250,DIP,6,49.0,113.988695185586,621.3131869540189,224.64069504070596,183.51832781472604,2.861699122343128,823.3640085247539,,1066.4886729176967,,Zone-84,,,,,4,0,10,0,0,0,0,0,0,2
181,wM-251,PVC,8,627.0,0.0,0.0,334.95785783776887,7.294872669354213,6.498248437528746,701.7234066289757,,945.1859657629133,,Zone-85,4.0,,,,4,0,5,0,1,0,0,0,10,3
182,wM-252,CAS,6,4.0,0.0,608.0359131106957,368.6607183708275,350.3372472434667,76.30718091432215,701.7234066289757,,945.1859657629133,,Zone-85,4.0,,,,4,0,0,0,1,0,0,0,9,2
183,wM-253,CAS,4,619.0,383.19347843193634,365.583435120375,0.0,0.0,21.87290980928965,1102.9994092382976,,1873.1860203640545,,Zone-79,46.0,,,,4,0,0,0,8,0,0,0,7,4
184,wM-254,CAS,6,467.0,315.7309881259934,298.33791883814456,0.0,0.0,20.14144059220433,1090.8870638290666,,1068.6689279248376,,Zone-86,11.0,,,,4,0,0,0,5,0,0,0,7,3
185,wM-255,CAS,12,131.0,124.05219773356512,106.7128208867766,0.0,0.0,16.949875595250504,1106.913449612318,,1440.2030024048436,,Zone-57,2.0,,,,7,0,5,0,1,0,0,0,7,3
186,wM-256,CAS,12,59.0,257.8612900445322,240.75314178827793,0.0,0.0,38.41361105271729,1100.2634394403476,,1389.0161142132397,,Zone-87,,,,,7,0,0,0,0,0,0,0,7,2
187,wM-257,DIP,6,378.0,7.002822518637473,95.04748859521933,116.35666155637104,0.0,5.475564612432323,730.7727608593393,,1364.6664391941367,,Zone-88,,,,,4,0,5,0,0,0,0,0,6,2
188,wM-258,DIP,6,4.0,0.0,92.94883580227325,385.17505975270007,370.8847639218105,14.77414971594756,711.8308093163239,,1357.1564425391437,,Zone-34,13.0,,,,4,0,5,0,5,0,0,0,9,4
189,wM-259,DIP,8,143.0,0.0,0.0,388.671152582661,373.2388951336436,7.350218082524643,711.8308093163239,,1357.1564425391437,,Zone-34,13.0,,,,4,0,5,0,5,0,0,0,10,4
190,wM-260,CAS,12,3.0,257.7318048230775,240.75314178827793,0.0,0.0,69.12106752835486,1106.972551352294,,1437.6094372888751,,Zone-87,,,,,7,0,0,0,0,0,0,0,7,2
191,wM-261,CAS,12,236.0,253.93925887216056,240.895637810048,0.0,0.0,66.43862497513987,1110.4341523233584,,1439.713641833315,,Zone-89,4.0,,,,7,0,0,0,1,0,0,0,7,2
192,wM-266,CAS,12,3.0,345.0273198256015,398.38593343018704,0.0,2.71572114402474,31.264988264241246,1515.9093379380447,,1659.1781558122718,,Zone-90,,,,,7,0,0,0,0,0,0,0,7,2
193,wM-269,CAS,6,880.0,354.2963247946551,404.7402595326342,0.0,0.0,33.84755569952264,1520.0316002330828,,1656.9815146812437,,Zone-91,15.0,,,,4,0,0,0,5,0,0,0,7,3
194,wM-270,DIP,16,143.0,344.9257282533512,398.6950449880173,0.0,0.0,31.78600895913555,1502.6452793660628,,1566.8312612083184,,Zone-92,,,,,7,0,0,0,0,0,0,0,7,2
195,wM-271,DIP,8,30.0,492.0487231895692,562.8858860577852,107.31014304119526,34.64404383415925,79.29731389213492,1421.6632474907983,,1493.301734858342,,Zone-93,3.0,,,Connected,4,0,0,0,1,0,0,10,0,2
196,wM-272,DIP,16,3.0,488.73328789052493,574.1469262934859,119.23780579531272,64.77022556931466,77.64355786602627,1421.663280598278,,1493.2994515084572,,Zone-93,3.0,,,zone,7,0,0,0,1,0,0,0,0,1
197,wM-276,DIP,8,21.0,492.1939383084824,572.7539519387797,122.0913280082144,64.7705556860379,74.93702207382509,1401.0934840241302,,1476.6665428079157,,Zone-93,3.0,,,Connected,4,0,0,0,1,0,0,10,0,2
198,wM-277,DIP,16,286.0,487.2969106144291,533.5326047142967,0.0,0.0,20.85308417608199,1490.8146023153367,,1410.8777266333448,,Zone-94,,,,,7,0,0,0,0,0,0,0,7,2
199,wM-278,CAS,12,4.0,342.56997722895454,398.5206134318168,0.0,2.675609782190758,31.916234292033632,1512.5924012577448,,1657.9106644707267,,Zone-90,,,,,7,0,0,0,0,0,0,0,7,2
200,wM-279,,2,2.0,865.3170914124606,859.0588019651412,0.0,0.0,94.10842010375517,2240.546534844173,,2082.499501333976,,Zone-91,15.0,,,,1,0,0,0,5,0,0,0,7,3
201,wM-280,DIP,4,296.0,866.9627060716302,860.5131880520483,0.0,0.0,40.36016977894817,2240.546534844173,,2082.499501333976,,Zone-91,15.0,,,,4,0,0,0,5,0,0,0,7,3
202,wM-281,SP,2,254.0,655.3073352999667,695.6243637425732,0.0,0.0,19.191680408002824,2241.623934197192,,2084.0066735721725,,Zone-95,3.0,,,,1,0,5,0,1,0,0,0,7,2
203,wM-282,CAS,12,165.0,263.5444178651269,362.47996951750736,0.0,0.0,32.04360726844578,1367.6919866674323,,1598.6779270799059,,Zone-89,4.0,,,,7,0,0,0,1,0,0,0,7,2
204,wM-284,DIP,6,869.0,0.0,1.578518522844,0.0,0.0,41.42288481608317,747.3008316926102,,1246.0352577974131,,Zone-96,2.0,,,,4,0,0,0,1,0,0,0,9,2
205,wM-285,DIP,6,3.0,531.5197184775341,514.7902285112438,0.0,0.0,82.97644858628622,1235.4774850180956,,1246.0352577974131,,Zone-96,2.0,,,,4,0,0,0,1,0,0,0,7,2
206,wM-286,CAS,6,60.0,531.5197184775341,514.7902285112438,0.0,0.0,50.80913286775479,1235.4774850180956,,1234.8080414980227,,Zone-96,2.0,,,,4,0,0,0,1,0,0,0,7,2
207,wM-287,CAS,4,7.0,547.4169308608098,530.8812751594753,0.0,0.0,50.80913286775479,1254.2066326108823,,1227.5261806825658,,Zone-96,2.0,,,,4,0,0,0,1,0,0,0,7,2
208,wM-288,CAS,6,10.0,553.6298300307943,536.8400835845667,0.0,0.0,50.31394216468322,1260.188581987854,,1233.2470219110255,,Zone-96,2.0,,,,4,0,0,0,1,0,0,0,7,2
209,wM-289,CAS,4,419.0,749.4822724006871,792.1722085652793,0.0,0.0,36.79226289675567,1464.1122205081062,,1295.1448609344116,,Zone-97,6.0,,,,4,0,0,0,1,0,0,0,7,2
210,wM-290,DIP,6,2.0,749.4819989587332,792.1718870722909,0.0,0.0,59.928525848779934,1464.1119507307671,,1295.1445471890963,,Zone-97,6.0,,,,4,0,0,0,1,0,0,0,7,2
211,wM-291,CAS,4,343.0,557.133678731678,540.9596135211075,0.0,0.0,49.8563235136395,1264.221107618794,,1233.2470219110255,,Zone-97,6.0,,,,4,0,0,0,1,0,0,0,7,2
212,wM-294,DIP,12,708.0,763.703965689263,774.4657810084196,0.0,0.0,35.43896399067734,93.2051679056712,,1207.0721857779408,,Zone-98,6.0,,,,7,5,0,0,1,0,0,0,7,3
213,wM-295,DIP,12,26.0,1271.2615681291732,1253.8457993143932,0.0,0.0,201.55478920941084,802.1378203760837,,1520.5910647772976,,Zone-98,6.0,,,,7,0,0,0,1,0,0,0,7,2
214,wM-296,DIP,6,4.0,1299.9865609206543,1282.5721727706364,0.0,0.0,212.30657709049655,797.2181050272443,,1515.9394616458462,,Zone-98,6.0,,,,4,0,0,0,1,0,0,0,7,2
215,wM-297,DIP,12,3.0,1297.1479187997495,1279.733388588418,0.0,0.0,216.21554679674207,799.7609392512131,,1520.423236448,,Zone-98,6.0,,,,7,0,0,0,1,0,0,0,7,2
216,wM-298,DIP,6,43.0,1313.626373568486,1315.470783795667,0.0,0.0,753.7671143150086,1129.2173293416588,,2172.30388570234,,Zone-99,,,,,4,0,0,0,0,0,0,0,7,2
217,wM-299,DIP,6,10.0,1356.6953723492938,1358.2210743134963,13.282586496885038,0.0,766.6283154720729,1120.6308296804589,,2172.1330758979293,,Zone-100,2.0,,,,4,0,0,0,1,0,0,0,6,2
218,wM-300,DIP,6,3.0,1310.9662529279467,1312.8311263955216,0.0,0.0,753.0462315563628,1165.1323558776435,,2174.311633331253,,Zone-71,4.0,,,,4,0,0,0,1,0,0,0,7,2
219,wM-302,DIP,6,1427.0,0.0,0.0,0.0,0.0,60.801705235211855,88.43771075265606,,210.27414484506676,,Zone-101,7.0,,,,4,5,0,0,1,0,0,0,10,3
220,wM-305,PVC,6,201.0,0.0,381.4134048321755,1115.442003442742,399.1854498338337,109.75482842744653,1351.2123600328591,,2202.216138242313,,Zone-42,8.0,,,,4,0,0,0,1,0,0,0,9,2
221,wM-306,DIP,8,754.0,0.0,0.0,448.70529252349456,0.0,28.993393120412748,738.0090867173462,,1517.3652055492507,,Zone-102,10.0,,,,4,0,0,0,1,0,0,0,10,3
222,wM-308,DIP,6,22.0,0.0,0.0,715.0744600410667,0.0,80.03991178925286,2140.0981976329235,,2391.8501355214285,,Zone-5,5.0,,,,4,0,0,0,1,0,0,0,10,3
223,wM-309,CAS,6,14.0,375.616117431469,358.4074063420792,0.0,0.0,31.6566115870304,1085.096169834313,,1057.6989719448725,,Zone-62,2.0,,,,4,0,0,0,1,0,0,0,7,2
224,wM-312,CAS,6,18.0,375.8690397613959,358.4072917339275,0.0,0.0,41.32352547584695,1085.2203762748627,,1053.9013873205975,,Zone-62,2.0,,,,4,0,0,0,1,0,0,0,7,2
225,wM-317,CAS,12,1.0,375.8690397613959,358.4074063420792,0.0,0.0,40.09165829525436,1085.2203762748627,,1057.6989719448725,,Zone-62,2.0,,,,7,0,0,0,1,0,0,0,7,2
226,wM-318,DIP,12,405.0,377.2806484699254,359.81952111340024,0.0,0.0,20.435725546470895,1086.6325577585117,,1058.8850912281482,,Zone-103,6.0,,,,7,0,0,0,1,0,0,0,7,2
227,wM-319,DIP,4,148.0,780.8369974657829,781.382733595363,0.0,0.0,65.99855709119551,1508.282438552863,,1421.8637168660323,,Zone-104,1.0,,,,4,0,0,0,1,0,0,0,7,2
228,wM-320,DIP,16,5.0,771.5819054902814,765.0735977970872,0.0,0.0,72.29013343060745,1491.9596988692645,,1408.5143801769884,,Zone-103,6.0,,,,7,0,0,0,1,0,0,0,7,2
229,wM-323,DIP,12,14.0,776.8992619758006,768.4370844477536,0.0,0.0,73.23064334531462,1495.3234270389448,,1411.5216972264536,,Zone-104,1.0,,,,7,0,0,0,1,0,0,0,7,2
230,wM-324,CAS,4,779.0,381.1453762358464,365.39768456049103,0.0,0.0,35.18660230031056,1092.19892641102,,856.0592661128125,,Zone-105,17.0,,,,4,0,0,0,5,0,0,0,7,3
231,wM-325,DIP,12,403.0,282.56878605383946,343.9956452133647,0.0,0.0,18.68925968412252,264.91202549553554,,705.7762709640053,,Zone-106,10.0,,,,7,0,5,0,1,0,0,0,7,3
232,wM-328,DIP,12,345.0,0.0,0.0,0.0,0.0,25.1346459879852,672.1063706080371,,987.7523858469258,,Zone-26,6.0,,,,7,0,0,0,1,0,0,0,10,3
233,wM-330,DIP,12,1128.0,7.392750883071765,288.0813198690159,1333.3119283303506,305.8734747770284,39.679484956506606,2510.4753931259065,,1312.4843166863748,,Zone-107,4.0,,,,7,0,0,0,1,0,0,0,0,1
234,wM-331,DIP,12,9.0,11.415054086857555,280.5860644669648,1326.1473312792755,298.37646770304474,481.7766641239025,2499.146976123084,,1301.160136901776,,Zone-108,3.0,,,,7,0,0,0,1,0,0,0,0,1
235,wM-332,DIP,12,505.0,20.203265745518717,280.7215851510023,1328.1949446679691,59.41355826598516,470.09040060619833,2218.6137923999654,,827.8199849716764,,Zone-109,1.0,,,,7,0,0,0,1,0,0,0,0,1
236,wM-333,DIP,12,737.0,519.5340427321721,557.5168206338869,1510.3403551391436,60.22958606813116,29.34115793454343,2219.9054120824,,828.4302094604054,,Zone-110,1.0,,,,7,0,0,0,1,0,0,0,0,1
237,wM-335,,2,325.0,6.657334344927695,0.0,517.5294466172473,0.0,19.60659137604867,639.7570419144405,,1209.3930527602004,,Zone-111,3.0,,,,1,0,5,0,1,0,0,0,10,3
238,wM-336,DIP,6,455.0,0.0,0.0,0.0,0.0,61.816590270105785,1293.969725496804,,1252.4240103615791,,Zone-112,1.0,,,,4,0,0,0,1,0,0,0,10,3
239,wM-338,DIP,12,227.0,387.35949807556995,369.63562330336254,0.0,0.0,32.526090394504635,62.685097948826446,,578.5571305720201,,Zone-113,1.0,,,,7,5,0,0,1,0,0,0,7,3
240,wM-339,DIP,6,77.0,611.6092235701724,593.801735101244,22.71375179037633,0.0,9.114846737443564,61.53265628098229,,503.0477166705583,,Zone-114,1.0,,,,4,5,5,0,1,0,0,0,6,3
241,wM-340,DIP,12,6.0,378.13727977213995,360.4184679056696,0.0,0.0,51.085201862153504,289.48783213171674,,582.8081008166334,,Zone-115,,,,,7,0,0,0,0,0,0,0,7,2
242,wM-341,PVC,12,360.0,18.31406853562945,1.559925218745235,0.0,0.0,19.87094918302957,295.6476470937031,,584.1059099586863,,Zone-116,4.0,,,,7,0,5,0,1,0,0,0,7,3
243,wM-342,PVC,12,45.0,0.0,0.0,329.76525851934275,0.0,56.66217185716971,655.3876091393244,,738.4493731499052,,Zone-35,19.0,,,,7,0,0,0,5,0,0,0,10,4
244,wM-344,DIP,6,4.0,384.2966771370152,366.5574562681033,0.0,0.0,56.38448934166718,289.3544854257319,,578.9527346896258,,Zone-115,,,,,4,0,0,0,0,0,0,0,7,2
245,wM-345,DIP,8,5.0,384.238881067572,366.57445265848975,0.0,0.0,54.21060429329176,289.48783213171674,,582.8081008166334,,Zone-115,,,,,4,0,0,0,0,0,0,0,7,2
246,wM-347,CAS,6,900.0,368.6174292190182,351.655375584804,0.0,0.0,42.8670980655087,294.0338914918172,,86.91296352732468,,Zone-117,18.0,zone,,,4,0,0,5,5,0,0,0,7,4
247,wM-350,DIP,8,3.0,0.0,0.0,527.6907350489104,1.823704637487804,101.1992980564201,308.3949843629051,,1582.2985828303267,,Zone-118,1.0,,,,4,0,0,0,1,0,0,0,10,3
248,wM-351,PVC,8,351.0,0.320304982905864,0.0,498.4683572467216,13.982504929296674,5.086257769959603,318.30485118946854,,1404.6896545521977,,Zone-119,12.0,,,,4,0,5,0,5,0,0,0,10,4
249,wM-354,DIP,8,392.0,0.0,0.0,345.0945297059255,0.0,57.454207458296665,313.66501062838256,,769.4088238790771,,Zone-120,2.0,,,,4,0,0,0,1,0,0,0,10,3
250,wM-355,DIP,8,139.0,363.4397917370878,345.6191946029303,686.115734650557,0.0,45.0093472606852,313.5900189697801,,769.4088238790771,,Zone-121,,,,,4,0,0,0,0,0,0,0,6,2
251,wM-357,DIP,8,703.0,364.99782970503173,353.5231381728251,0.0,0.0,20.55017352013922,309.19778165280246,,836.3136944641969,,Zone-122,3.0,,,,4,0,0,0,1,0,0,0,7,2
252,wM-358,,6,6.0,364.99782970503173,353.5231381728251,680.4243871286129,0.0,45.49425676059858,307.78576472617414,,831.175230346903,,Zone-122,3.0,,,,4,0,0,0,1,0,0,0,6,2
253,wM-359,CAS,8,345.0,370.78540683868073,359.19411983536054,393.3097117208832,0.0,37.39846889839233,252.5050402122035,,783.656177378764,,Zone-123,,,,,4,0,0,0,0,0,0,0,6,2
254,wM-361,DIP,8,6.0,364.8670517266637,352.4128409614773,680.4353701719775,0.0,45.01759035032617,313.57485058386044,,833.6975115719683,,Zone-122,3.0,,,,4,0,0,0,1,0,0,0,6,2
255,wM-362,DIP,12,254.0,0.0,0.0,1050.6199062875353,0.0,18.691272561146025,2177.9914100056785,,2655.150253926673,,Zone-124,,,,,7,0,5,0,0,0,0,0,10,3
256,wM-363,DIP,12,4.0,398.00969660641266,380.35587279223455,900.5181240458905,3.427819496355131,174.32421917911662,2045.6147453586489,,2591.8690388417,,Zone-125,,,,,7,0,0,0,0,0,0,0,0,1
257,wM-364,DIP,12,150.0,248.39703486053355,230.7932140963522,904.9735974355152,0.0,31.290049484913915,2049.7393369873903,,2594.34642317098,,Zone-126,,,,,7,0,0,0,0,0,0,0,6,2
258,wM-365,DIP,12,3.0,244.99428562520188,227.3949104330456,1046.5531234035864,0.0,28.771633248229623,2172.5246260207905,,2652.3137560285186,,Zone-127,,,,,7,0,0,0,0,0,0,0,6,2
259,wM-366,DIP,12,974.0,406.32055378562546,388.6265559297176,0.0,0.0,182.7921397189758,1179.5545955191549,,2194.7726069314463,,Zone-128,1.0,,,,7,0,0,0,1,0,0,0,7,2
260,wM-367,DIP,12,21.0,1310.592713135641,1309.158652828116,0.0,0.0,753.0462315563628,1167.3504801043275,,2174.4633621983603,,Zone-71,4.0,,,,7,0,0,0,1,0,0,0,7,2
261,wM-369,DIP,12,45.0,227.41420231604903,212.2721655177912,1048.6587804252863,0.0,2.612212175585682,2175.359334665119,,2653.782845334703,,Zone-127,,,,,7,0,10,0,0,0,0,0,6,3
262,wM-370,DIP,12,3.0,241.8349487175876,224.2398291212992,1048.6587804252863,0.0,26.61006945800028,2175.359334665119,,2653.782845334703,,Zone-127,,,,,7,0,0,0,0,0,0,0,6,2
263,wM-371,DIP,12,33.0,402.36554674698885,384.68948329937245,890.7930615371955,3.427819496355131,178.76192753335658,2044.5163403645831,,2591.8690388417,,Zone-125,,,,,7,0,0,0,0,0,0,0,0,1
264,wM-372,DIP,12,4.0,402.36554674698885,384.68948329937245,896.4727454640404,2.677988319046551,178.76192753335658,2041.869834900566,,2589.624427181724,,Zone-125,,,,,7,0,0,0,0,0,0,0,0,1
265,wM-373,DIP,8,41.0,777.8570617964019,801.4909833491904,73.77896523782307,0.0,177.24489126024253,87.79191964483094,,1469.734509238962,,Zone-129,2.0,,,,4,5,0,0,1,0,0,0,6,2
266,wM-374,CAS,6,385.0,413.4089913788527,416.4357134892134,0.0,0.0,40.256934756077285,0.0,,1495.3394530966832,,Zone-130,,,,,4,10,0,0,0,0,0,0,7,3
267,wM-375,PVC,4,554.0,368.388947146717,350.56977721977444,0.0,0.0,20.77729673983378,295.7327838465951,,950.2471963393658,,Zone-131,4.0,,,,4,0,0,0,1,0,0,0,7,2
268,wM-377,DIP,8,259.0,758.3681890476605,771.3965480401363,0.0,0.0,73.26018944023984,87.65295173941608,,1213.6352849469088,,Zone-132,2.0,,,,4,5,0,0,1,0,0,0,7,3
269,wM-379,DIP,8,8.0,758.1280484549187,769.0569080582391,0.0,0.0,84.76836145324344,87.63481429586774,,1205.9015818099324,,Zone-98,6.0,,,,4,5,0,0,1,0,0,0,7,3
270,wM-380,CAS,4,2.0,763.703965689263,773.9264671486594,0.0,0.0,78.76953655670796,93.2051679056712,,1204.8913653074999,,Zone-98,6.0,,,,4,5,0,0,1,0,0,0,7,3
271,wM-381,DIP,12,6.0,758.1280484549187,769.0569080582391,0.0,0.0,79.73605197015537,87.63481429586774,,1205.9015818099324,,Zone-98,6.0,,,,7,5,0,0,1,0,0,0,7,3
272,wM-382,,6,3.0,409.95981844179033,413.3972149655294,5.164000544905306,3.852310600976929,82.55652989418506,302.91259934244454,,1500.9812212529885,,Zone-133,1.0,,,,4,0,0,0,1,0,0,0,0,1
